S No.,Date,Notifier,H,M,R,L,Domain,OS,View
899,2/24/2020,bla3k_d3vil,,M,,,casagrande.com.pk/d.htm,Win 2012,mirror
900,2/24/2020,bla3k_d3vil,,M,,,bridaldresses.com.pk/d.htm,Win 2012,mirror
901,2/24/2020,bla3k_d3vil,,M,,,binzahid.pk/d.htm,Win 2012,mirror
902,2/24/2020,bla3k_d3vil,,M,,,amsco.com.pk/d.htm,Win 2012,mirror
903,2/24/2020,M4L1KL8590X,,M,,,alitraders.com.pk/d.htm,Win 2012,mirror
904,2/24/2020,Mrb3hz4d,H,M,,,gctkohat.edu.pk,Win 2012,mirror
905,2/24/2020,Mrb3hz4d,H,M,,,edgecollege.pk,Win 2012,mirror
906,2/24/2020,Mrb3hz4d,H,M,,,bisedik.edu.pk,Win 2012,mirror
907,2/23/2020,Mrb3hz4d,H,M,,,bccg.edu.pk,Win 2012,mirror
908,2/23/2020,Ha?metli Ermi? Yüce Lider,,,,,cerebrums.com.pk/readme.html,Linux,mirror
909,2/21/2020,Mamad Warning,H,,,,wwbkp.gov.pk,Win 2012,mirror
910,2/21/2020,TheWayEnd,H,,R,,www.sapna.pk,Linux,mirror
911,2/21/2020,DMHS,H,M,,,bestview.com.pk,Linux,mirror
912,2/20/2020,Ha?metli Ermi? Yüce Lider,,,,,mirchifoods.com.pk/readme.html,Linux,mirror
913,2/19/2020,chinafans,,M,,,wmall.pk/o.htm,Linux,mirror
914,2/18/2020,/MrAxxCT-,,,,,redap.com.pk/admin3310/js/kcfi...,F5 Big-IP,mirror
915,2/16/2020,Ha?metli Ermi? Yüce Lider,,,,,haenterprises.net.pk/readme.html,Linux,mirror
916,2/16/2020,rflh4x0r,H,M,,,freshdirect.pk,Linux,mirror
917,2/15/2020,Bops,,,,,theatlantismall.com.pk/-.html,Linux,mirror
918,2/15/2020,Mr.L3RB1,,M,,,shahconstructions.com.pk/love....,Linux,mirror
919,2/14/2020,GH057_5P3C706,,,,,studymaterial.pk/india.php,Linux,mirror
920,2/14/2020,GH057_5P3C706,,,,,www.customerreviews.pk/india.php,Linux,mirror
921,2/14/2020,GH057_5P3C706,,,R,,www.kda.gkp.pk/india.php,Linux,mirror
922,2/11/2020,TEH Squad Cyber,,,,,enzyme.com.pk/n0t.php,Linux,mirror
923,2/11/2020,Ha?metli Ermi? Yüce Lider,,,,,earthenterprises.com.pk/readme...,Linux,mirror
924,2/10/2020,MR.Donut's,,,,,posplus.pk/ohayou.php,Linux,mirror
925,2/9/2020,3rroR_Br4iN,H,,R,,creativesolutions.pk,Linux,mirror
926,2/7/2020,Mr.L3RB1,,,,,foodfactory.pk/love.html,Linux,mirror
927,2/6/2020,Ha?metli Ermi? Yüce Lider,,,,,traveltimes.com.pk/readme.html,Linux,mirror
928,2/6/2020,Ha?metli Ermi? Yüce Lider,,M,,,beyondbeauty.sol.edu.pk/readme...,Linux,mirror
929,2/6/2020,Ha?metli Ermi? Yüce Lider,,,,,berlex.pk/readme.html,Linux,mirror
930,2/5/2020,Mr.L3RB1,,,,,www.pechsgs.edu.pk/love.html,Linux,mirror
931,2/4/2020,TEH Squad Cyber,,,,,raregloves.com.pk/n0t.php,Linux,mirror
932,2/3/2020,LahBodoAmat,,M,,,digital-academy.com.pk/anjaylo...,Linux,mirror
933,2/3/2020,LahBodoAmat,,M,,,digitaluniversity.com.pk/xs.php,Linux,mirror
934,2/2/2020,Ha?metli Ermi? Yüce Lider,,,,,chotay.pk/readme.html,Linux,mirror
935,2/1/2020,Ha?metli Ermi? Yüce Lider,,,,,dramin.pk/readme.html,Linux,mirror
936,1/31/2020,Moslem,,M,,,mallworld.com.pk/meta.txt,Linux,mirror
937,1/31/2020,Moslem,,M,,,theupdates.pk/meta.txt,Linux,mirror
938,1/30/2020,cyber_hunter,,,R,,fui.edu.pk/r00t.txt,Linux,mirror
939,1/29/2020,FRK48,,,,,ut.net.pk/0x48.php,Linux,mirror
940,1/29/2020,Xyp3r2667,,M,,,www.prizebondresult.pk/z.html,Linux,mirror
941,1/29/2020,./MrTahuSumedang,,,,,facingnorth.com.pk/afis.html,Linux,mirror
942,1/28/2020,Jiwa Terlena Team,,M,,,mhbgoods.com.pk/4u.htm,Linux,mirror
943,1/28/2020,Moslem,,,,,secondinnings.pk/op.html,Linux,mirror
944,1/26/2020,./r0cky_n00bz,,M,R,,octasolutions.pk/law.html,Linux,mirror
945,1/21/2020,Ha?metli Ermi? Yüce Lider,,,,,ondemand.com.pk/readme.html,Linux,mirror
946,1/21/2020,Larry/Syahrul,H,M,,,sandook.pk,FreeBSD,mirror
947,1/21/2020,Ha?metli Ermi? Yüce Lider,,,,,netcommnetworks.com.pk/readme....,Linux,mirror
948,1/19/2020,Royal Battler BD,,M,R,,macgroup.com.pk/Fighter.html,Linux,mirror
949,1/18/2020,chinafans,,,,,gamely.pk/o.htm,Linux,mirror
950,1/18/2020,Jiwa Terlena Team,,M,,,reet.pk/Die.htm,Linux,mirror
951,1/18/2020,Jiwa Terlena Team,,M,,,yaseen.pk/Die.htm,Linux,mirror
952,1/18/2020,Jiwa Terlena Team,,,,,jup.org.pk/Die.htm,Linux,mirror
953,1/18/2020,Mr.L3RB1,,M,,,naecon.pk/love.html,Linux,mirror
954,1/18/2020,Mr.L3RB1,,,,,www.platinumexecutivetravels.p...,Linux,mirror
955,1/17/2020,CyberTeam,H,,,,mastwaarfsd.com.pk,Linux,mirror
956,1/15/2020,Ha?metli Ermi? Yüce Lider,,,,,egia.pk/readme.html,Linux,mirror
957,1/15/2020,LahBodoAmat,,,,,seamart.pk/-.php,Linux,mirror
958,1/14/2020,KingSam,,M,R,,pakit.pk/pk.txt,Linux,mirror
959,1/14/2020,KingSam,,M,,,www.berry.com.pk/pk.txt,Linux,mirror
960,1/14/2020,KingSam,,,,,www.skyrocket.com.pk/pk.txt,Linux,mirror
961,1/12/2020,offencivepentester,H,,,,heights.com.pk,Linux,mirror
962,1/9/2020,GH057_5P3C706,,M,,,fasttrackmarketing.com.pk/inde...,Linux,mirror
963,1/8/2020,Anarchy-X,H,M,,,uneek.com.pk,Linux,mirror
964,1/8/2020,Anarchy-X,H,M,,,tradepoint.com.pk,Linux,mirror
965,1/8/2020,Anarchy-X,H,M,,,hnms.pk,Linux,mirror
966,1/8/2020,Anarchy-X,H,M,R,,icy.com.pk,Linux,mirror
967,1/8/2020,Anarchy-X,H,M,,,ank.com.pk,Linux,mirror
968,1/8/2020,Junaid 1337,H,,,,doctorchacha.pk,Linux,mirror
969,1/7/2020,BILGEKULTIGIN,,M,,,finefettle.pk/bilgekultigin.php,Linux,mirror
970,1/5/2020,Jiwa Terlena Team,,M,,,pakdentist.pk/Sad.htm,Linux,mirror
971,1/5/2020,Jiwa Terlena Team,,M,,,zarghoon.pk/Sad.htm,Linux,mirror
972,1/5/2020,chinafans,,,,,www.flyhigh.pk/o.htm,Linux,mirror
973,1/3/2020,Moslem,,M,,,ithawks.pk/wp-admin/Moslem.txt,Unknown,mirror
974,1/3/2020,Royal Battler BD,,,,,headway.com.pk/mad.php,Linux,mirror
975,1/3/2020,Jiwa Terlena Team,,M,,,biryanix.pk/Side.php,Linux,mirror
976,1/1/2020,Mian Umair X4,H,,,,prime.org.pk,Linux,mirror
977,1/1/2020,GH057_5P3C706,,,R,,aup.edu.pk/index.html,Linux,mirror
978,12/31/2019,Royal Battler BD,,M,,,www.saajh.com.pk/Mr_Sakib.php,Linux,mirror
979,12/30/2019,Ha?metli Ermi? Yüce Lider,,M,,,techfly.pk/readme.html,Linux,mirror
980,12/30/2019,FR..,,M,,,www.aktechsolutions.com.pk/FR....,Linux,mirror
981,12/29/2019,Simsimi,,M,,,mtset.duet.edu.pk/index.html,Linux,mirror
982,12/28/2019,GH057_5P3C706,H,,R,,www.inu.edu.pk,Linux,mirror
983,12/27/2019,Royal Battler BD,,M,,,protato.com.pk/Mr_Sakib.php,Linux,mirror
984,12/27/2019,Royal Battler BD,,M,,,newcollection.com.pk/Mr_Sakib.php,Linux,mirror
985,12/27/2019,Royal Battler BD,,M,,,www.mastertank.com.pk/Mr_Sakib...,Linux,mirror
986,12/27/2019,Royal Battler BD,,M,,,plotsandlots.com.pk/Mr_Sakib.php,Linux,mirror
987,12/27/2019,Royal Battler BD,,M,,,www.printgroup.pk/Mr_Sakib.php,Linux,mirror
988,12/27/2019,Royal Battler BD,,M,,,mzservices.com.pk/Mr_Sakib.php,Linux,mirror
989,12/26/2019,Black-Python,,,R,,www.tevta-slmis.gop.pk/R00T.html,Linux,mirror
990,12/26/2019,GH057_5P3C706,H,M,,,hiddatnews.pk,Linux,mirror
991,12/26/2019,GH057_5P3C706,,M,R,,www.youthaffairs.gos.pk/ind.html,Linux,mirror
992,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,ycdo.org.pk/readme.html,Linux,mirror
993,12/26/2019,Ha?metli Ermi? Yüce Lider,,M,,,zerokabab.hrdp.pk/readme.html,Linux,mirror
994,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,xammin.pk/cake/readme.html,Linux,mirror
995,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,staging.sv.com.pk/readme.html,Linux,mirror
996,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,mma.jaf.com.pk/readme.html,Linux,mirror
997,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,javeria.click2food.pk/temp_31/...,Linux,mirror
998,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,alphaautomation.pk/readme.html,Linux,mirror
999,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,aquapura.pk/readme.html,FreeBSD,mirror
1000,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,libertyimmigration.pk/readme.html,Linux,mirror
1001,12/26/2019,Ha?metli Ermi? Yüce Lider,,,,,plus1.pk/readme.html,Linux,mirror
1002,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,yumpakistan.pk/readme.html,Linux,mirror
1003,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,aaca.com.pk/readme.html,Linux,mirror
1004,12/25/2019,Ha?metli Ermi? Yüce Lider,,M,,,stech.pk/readme.html,Linux,mirror
1005,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,goprice.pk/readme.html,Linux,mirror
1006,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,apnimart.pk/herstore/readme.html,Unknown,mirror
1007,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,stl.com.pk/readme.html,Linux,mirror
1008,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,getvalue.pk/readme.html,Linux,mirror
1009,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,manshadoors.com.pk/readme.html,Linux,mirror
1010,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,tasteonway.pk/readme.html,Linux,mirror
1011,12/25/2019,exploit-0day,,M,,,itgar.pk/wp-content/0day.html,Linux,mirror
1012,12/25/2019,Ha?metli Ermi? Yüce Lider,,M,,,solar.nectar.com.pk/readme.html,Linux,mirror
1013,12/25/2019,Ha?metli Ermi? Yüce Lider,,M,,,smartseo.pk/greencleanschools/...,Linux,mirror
1014,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,mef.com.pk/store/readme.html,Linux,mirror
1015,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,karwaneislami.com.pk/readme.html,Linux,mirror
1016,12/25/2019,Ha?metli Ermi? Yüce Lider,,,,,shahzadandsons.pk/readme.html,Linux,mirror
1017,12/25/2019,Ha?metli Ermi? Yüce Lider,,M,R,,ajoka.org.pk/readme.html,Linux,mirror
1018,12/24/2019,Ha?metli Ermi? Yüce Lider,,,,,kennol.pk/readme.html,Linux,mirror
1019,12/24/2019,Ha?metli Ermi? Yüce Lider,,,,,igs.org.pk/readme.html,Linux,mirror
1020,12/24/2019,Ha?metli Ermi? Yüce Lider,,,,,voice.org.pk/readme.html,Linux,mirror
1021,12/24/2019,Ha?metli Ermi? Yüce Lider,,,,,majawed.com.pk/readme.html,Linux,mirror
1022,12/24/2019,Ha?metli Ermi? Yüce Lider,,,,,glory.pk/readme.html,Linux,mirror
1023,12/24/2019,Moslem,,,,,mie.com.pk/Moslem.txt,Linux,mirror
1024,12/23/2019,Mr.L3RB1,,,,,new.wum.edu.pk/wp-content/w.htm,Linux,mirror
1025,12/23/2019,LittleDemon,H,,,,pakforcesgirlscadetcollege.com.pk,Linux,mirror
1026,12/23/2019,LittleDemon,H,,,,www.kec.com.pk,Linux,mirror
1027,12/22/2019,GH057_5P3C706,,,,,simplenikah.pk/ind.html,Linux,mirror
1028,12/22/2019,GH057_5P3C706,H,M,,,www.fares.pk,Win 2016,mirror
1029,12/22/2019,GH057_5P3C706,,,,,www.campus.pk/index.php,Win 2016,mirror
1030,12/22/2019,Mr.L3RB1,,,,,greensports.com.pk/w.htm,Linux,mirror
1031,12/21/2019,3rr0r Hun73r,,,,,baskit.pk/hunter.php,Linux,mirror
1032,12/20/2019,Royal Battler BD,,M,,,kinzzatariq.pk/Mr_Sakib.php,Linux,mirror
1033,12/20/2019,Royal Battler BD,,M,,,jobbox.com.pk/Mr_Sakib.php,Linux,mirror
1034,12/20/2019,Royal Battler BD,,M,,,istyle.pk/Mr_Sakib.php,Linux,mirror
1035,12/20/2019,ifactoryx,,M,R,,alwajid.pk/rx.html,Win 2012,mirror
1036,12/20/2019,ifactoryx,,M,R,,bckk.edu.pk/rx.html,Win 2012,mirror
1037,12/20/2019,ifactoryx,,M,,,premierleather.com.pk/rx.html,Win 2012,mirror
1038,12/20/2019,ifactoryx,,M,,,urwasoft.com.pk/rx.html,Win 2012,mirror
1039,12/20/2019,ifactoryx,,M,R,,taxcalculator.com.pk/rx.html,Win 2012,mirror
1040,12/19/2019,Royal Battler BD,H,M,,,eshaisha.com.pk,Linux,mirror
1041,12/19/2019,Royal Battler BD,,M,,,comma.pk/Mr_Sakib.php,Linux,mirror
1042,12/19/2019,Royal Battler BD,,M,,,creativo.com.pk/Mr_Sakib.php,Linux,mirror
1043,12/19/2019,Royal Battler BD,,M,,,dteksolutions.pk/Mr_Sakib.php,Linux,mirror
1044,12/19/2019,Royal Battler BD,,M,,,www.fixmyhouse.pk/Mr_Sakib.php,Linux,mirror
1045,12/18/2019,Royal Battler BD,,M,,,fsp.net.pk/Mr_Sakib.php,Linux,mirror
1046,12/18/2019,Royal Battler BD,,M,,,www.bisi.com.pk/Mr_Sakib.php,Linux,mirror
1047,12/18/2019,Royal Battler BD,,M,,,b4less.pk/Mr_Sakib.php,Linux,mirror
1048,12/18/2019,Royal Battler BD,,M,,,bizfix.com.pk/Mr_Sakib.php,Linux,mirror
1049,12/18/2019,Royal Battler BD,H,M,,,anarkalifabrics.com.pk,Linux,mirror
1050,12/18/2019,Royal Battler BD,,M,,,www.abiha.com.pk/Mr_Sakib.php,Linux,mirror
1051,12/18/2019,Royal Battler BD,H,M,,,anarkalifabrics.com.pk,Linux,mirror
1052,12/18/2019,Royal Battler BD,,M,,,www.abiha.com.pk/Mr_Sakib.php,Linux,mirror
1053,12/18/2019,Royal Battler BD,,M,,,apnanews.pk/Mr_Sakib.php,Linux,mirror
1054,12/18/2019,Royal Battler BD,H,M,,,bringiton.com.pk,Linux,mirror
1055,12/18/2019,Royal Battler BD,H,M,,,brightleather.com.pk,Linux,mirror
1056,12/18/2019,Royal Battler BD,H,M,,,www.bhmdevelopments.com.pk,Linux,mirror
1057,12/18/2019,Royal Battler BD,,M,,,mydentist.com.pk/Mr_Sakib.php,Linux,mirror
1058,12/18/2019,Royal Battler BD,,M,,,ah.com.pk/Mr_Sakib.php,Linux,mirror
1059,12/18/2019,Mr.L3RB1,,M,,,reckon.com.pk/w.htm,Linux,mirror
1060,12/17/2019,Black-Python,,,R,,kcd.edu.pk/Pwned.html,Linux,mirror
1061,12/17/2019,Mr.L3RB1,,,,,www.sodasulf.com.pk/w.htm,Linux,mirror
1062,12/17/2019,Mr.L3RB1,,M,,,millatgroup.pk/w.htm,Linux,mirror
1063,12/17/2019,Mr.L3RB1,,M,,,mepconsultants.com.pk/w.htm,Linux,mirror
1064,12/17/2019,Mr.L3RB1,,M,,,ees.com.pk/w.htm,Linux,mirror
1065,12/17/2019,Mr.L3RB1,,M,,,mrarchitect.pk/w.htm,Linux,mirror
1066,12/17/2019,Mr.L3RB1,,M,,,knowledgekings.pk/w.htm,Linux,mirror
1067,12/17/2019,Mr.L3RB1,,,,,contactnow.pk/w.htm,Linux,mirror
1068,12/17/2019,LittleDemon,H,,,,howashafi.pk,Linux,mirror
1069,12/16/2019,ifactoryx,,M,,,tjenterprises.com.pk/krd.html,Win 2016,mirror
1070,12/15/2019,BD GREY HAT HACKERS,,M,,,cedarwoodresort.pk/Ajob.txt,Linux,mirror
1071,12/15/2019,GH057_5P3C706,H,,,,mypgi.edu.pk,F5 Big-IP,mirror
1072,12/13/2019,Hector,,,,,iconnetwork.pk/zindex.php,Linux,mirror
1073,12/10/2019,Royal Battler BD,,M,,,mashal.org.pk/Mr_Sakib.php,Linux,mirror
1074,12/10/2019,Royal Battler BD,,M,,,bsmart.pk/Mr_Sakib.php,Linux,mirror
1075,12/10/2019,Royal Battler BD,,M,,,foodogenic.pk/Mr_Sakib.php,Linux,mirror
1076,12/9/2019,Black-Python,,,R,,fc.gov.pk/Pwned.html,Linux,mirror
1077,12/8/2019,LittleDemon,H,,,,sslawfirm.pk,OpenBSD,mirror
1078,12/8/2019,LittleDemon,H,,,,www.grasco.com.pk,Unknown,mirror
1079,12/8/2019,Simsimi,,M,,,www.phoneaccessories.pk/galau....,Linux,mirror
1080,12/8/2019,Simsimi,,M,R,,www.saleandpurchase.com.pk/gal...,Linux,mirror
1081,12/8/2019,Girl Is No One,H,,,,peef.org.pk,Win 2012,mirror
1082,12/8/2019,baselnaser,H,M,,,cine.pk,Linux,mirror
1083,12/7/2019,Black-Python,,,R,,www.pmd.gov.pk/Pwned.html,Win 2012,mirror
1084,12/7/2019,lulzkid,,,,,www.smd.gov.pk/index.html,Win 2012,mirror
1085,12/4/2019,KingSam,,M,,,digitalbranding.pk/pk.txt,Linux,mirror
1086,12/4/2019,KingSam,,,,,digitalmarketingconsultant.pk/...,Linux,mirror
1087,12/4/2019,KaSHi HaXor,,M,,,www.leatherdoctor.com.pk/about...,Linux,mirror
1088,12/4/2019,Black-Python,,,R,,pda.gkp.pk/index.php,Linux,mirror
1089,12/2/2019,HT45TP,,M,R,,towers.com.pk/noid.txt,Linux,mirror
1090,12/2/2019,HT45TP,,M,,,mobee.pk/noid.txt,Linux,mirror
1091,11/30/2019,KuRaLsZ,H,,R,,hacktech.com.pk,Linux,mirror
1092,11/28/2019,Royal Battler BD,,,,,studymasters.pk/Fighter.txt,Linux,mirror
1093,11/28/2019,ifactoryx,,,,,kashish.com.pk/krd.html,Linux,mirror
1094,11/27/2019,Hector,,,,,gymkhana.pk/zindex.php,Linux,mirror
1095,11/27/2019,Wonka,,M,,,www.websitedesigning.pk/hah.html,Linux,mirror
1096,11/26/2019,Hector,,M,,,mcartz.pk/zindex.php,Linux,mirror
1097,11/26/2019,Xyp3r2667,,M,,,onesource.pk/-.php,Unknown,mirror
1098,11/25/2019,Mr.L3RB1,,M,,,ncsa.com.pk/w.htm,Linux,mirror
1099,11/25/2019,Mr.L3RB1,,,,,tjestate.com.pk/w.htm,Linux,mirror
1100,11/25/2019,Mr.L3RB1,,M,,,jaiastro.com.pk/w.htm,Linux,mirror
1101,11/24/2019,Kurima Sayoshi,H,,R,,bigb.com.pk,Linux,mirror
1102,11/23/2019,BD GREY HAT HACKERS,,,,,alnafitrust.org.pk/Ajob.txt,Linux,mirror
1103,11/20/2019,KingSam,,,,,dailyurran.pk/pk.txt,Unknown,mirror
1104,11/20/2019,./LahBodoAmat,,M,,,snappn.hotelit.com.pk/-.php,Linux,mirror
1105,11/20/2019,Bandit.IDiots,H,M,,,barter.com.pk,Unknown,mirror
1106,11/20/2019,PsychoXploit,H,,,,hotelit.com.pk,Linux,mirror
1107,11/19/2019,FakeSmile,,M,,,topfitters.com.pk/fake.txt,Linux,mirror
1108,11/19/2019,FakeSmile,,M,,,sidhutravel.pk/fake.txt,Linux,mirror
1109,11/19/2019,FakeSmile,,M,,,ssrentacar.com.pk/fake.txt,Linux,mirror
1110,11/19/2019,FakeSmile,,M,,,nascol.com.pk/fake.txt,Linux,mirror
1111,11/19/2019,FakeSmile,,M,,,aaconsultant.com.pk/fake.txt,Linux,mirror
1112,11/19/2019,FakeSmile,,M,,,lazeezpakwan.com.pk/fake.txt,Linux,mirror
1113,11/19/2019,KURD ELECTRONIC TEAM,H,,,,www.mahicollection.com.pk,Linux,mirror
1114,11/18/2019,Bandit.IDiots,H,M,,,emay.pk,Unknown,mirror
1115,11/16/2019,Hector,,,,,excelparts.com.pk/zindex.php,Linux,mirror
1116,11/16/2019,404PRESSI,,,R,,hostel.uom.edu.pk/404PRESSI.html,Linux,mirror
1117,11/16/2019,404PRESSI,,M,R,,save.seecs.nust.edu.pk/404PRES...,Linux,mirror
1118,11/15/2019,Cyber Lion,H,,R,,surveyors.com.pk,Linux,mirror
1119,11/15/2019,Cyber Lion,H,,R,,propak.pk,Linux,mirror
1120,11/15/2019,BILGEKULTIGIN,,,,,microtrack.com.pk/hacked.php,Linux,mirror
1121,11/14/2019,0x1998,H,,R,,www.nikon.com.pk,Linux,mirror
1122,11/14/2019,404PRESSI,,M,R,,kpst.kp.gov.pk/404PRESSI.html,Linux,mirror
1123,11/13/2019,404PRESSI,H,,R,,seecs.nust.edu.pk,Linux,mirror
1124,11/13/2019,Cyber Lion,H,,,,www.mucaddam.pk,Linux,mirror
1125,11/13/2019,J|nX,,M,,,www.ipakistan.pk/jinx.html,Linux,mirror
1126,11/13/2019,J|nX,,M,,,sabziclub.pk/jinx.html,Linux,mirror
1127,11/13/2019,J|nX,,M,,,relaxit.pk/jinx.html,Linux,mirror
1128,11/11/2019,Wannabe_ID,H,M,,,smspro.com.pk,Linux,mirror
1129,11/11/2019,Royal Battler BD,,,,,softskills.net.pk/Fighter.html,Linux,mirror
1130,11/11/2019,Royal Battler BD,,,,,herbalsolutions.pk/Fighter.html,Linux,mirror
1131,11/10/2019,./ShA90R_404,,M,,,www.techhive.pk/mrc.php,Linux,mirror
1132,11/10/2019,./ShA90R_404,,M,,,xanrice.pk/mrc.php,Linux,mirror
1133,11/10/2019,./ShA90R_404,,M,,,skinpro.com.pk/mrc.php,Linux,mirror
1134,11/10/2019,./ShA90R_404,,M,,,www.shopvilla.com.pk/mrc.php,Linux,mirror
1135,11/10/2019,Mr onion,,,,,axistrade.pk/69.htm,Linux,mirror
1136,11/10/2019,./ShA90R_404,,M,,,spt.com.pk/get.php,Linux,mirror
1137,11/9/2019,./ShA90R_404,,M,,,mavafoods.com.pk/get.php,Linux,mirror
1138,11/9/2019,./ShA90R_404,,M,,,www.massivebaazar.com.pk/get.php,Linux,mirror
1139,11/9/2019,./ShA90R_404,,M,,,www.massivebaazar.pk/get.php,Linux,mirror
1140,11/8/2019,Mr_ALPH4,,M,,,hunzaherbal.pk/ALPH4.txt,Linux,mirror
1141,11/8/2019,Mr_ALPH4,,M,,,pesterminator.com.pk/ALPH4.txt,Linux,mirror
1142,11/8/2019,Mr_ALPH4,,,,,pesterminator.pk/ALPH4.txt,Linux,mirror
1143,11/8/2019,./ShA90R_404,,M,,,futurecables.com.pk/get.php,Linux,mirror
1144,11/8/2019,./ShA90R_404,,M,,,www.houseinorder.com.pk/get.php,Linux,mirror
1145,11/8/2019,./ShA90R_404,,M,,,finepro.com.pk/get.php,Linux,mirror
1146,11/8/2019,./ShA90R_404,,M,,,eventventure.pk/get.php,Linux,mirror
1147,11/8/2019,./ShA90R_404,,M,,,www.chandi.pk/get.php,Linux,mirror
1148,11/8/2019,./ShA90R_404,,M,,,eurostore.pk/get.php,Linux,mirror
1149,11/7/2019,404PRESSI,,M,,,kpdal.gov.pk/404PRESSI.html,Linux,mirror
1150,11/7/2019,Ramdhani7,H,M,,,belladonna.pk,Linux,mirror
1151,11/7/2019,GH057_5P3C706,,M,,,admissions.pakaims.edu.pk/i~cr...,Linux,mirror
1152,11/6/2019,Explosion Squad Cyber,,M,R,,pakgerman.com.pk/11.txt,Win 2012,mirror
1153,11/5/2019,404PRESSI,,,R,,www.pndkp.gov.pk/404PRESSI.html,Linux,mirror
1154,11/4/2019,CrashRulers,H,,,,pctb.pk,Linux,mirror
1155,11/4/2019,D4rk !Nj3C70R,H,,,,studentacademy.edu.pk,Linux,mirror
1156,11/2/2019,Hunter Bajwa,H,,R,,amanahmall.com.pk,Linux,mirror
1157,10/31/2019,Simsimi,H,M,,,www.durc.duet.edu.pk,Linux,mirror
1158,10/30/2019,Khazekira AR,H,M,,,lifeflip.pk,Linux,mirror
1159,10/30/2019,GH057_5P3C706,H,,R,,www.prime.edu.pk,Linux,mirror
1160,10/28/2019,ErrOr SquaD,,,,,kitabmela.pk/security.txt,Linux,mirror
1161,10/28/2019,ErrOr SquaD,,M,R,,www.mss-smc.org.pk/security.txt,Linux,mirror
1162,10/28/2019,ErrOr SquaD,,,,,alwahab.pk/security.txt,Linux,mirror
1163,10/26/2019,Hector,,M,,,beastnutrition.com.pk/zindex.php,Linux,mirror
1164,10/26/2019,Family Attack Cyber,,M,,,whatthefunkwear.com.pk/id.html,Linux,mirror
1165,10/26/2019,Mr onion,,M,,,onlines.pk/69.htm,Linux,mirror
1166,10/26/2019,Mr onion,,,R,,ideals.pk/69.htm,Linux,mirror
1167,10/24/2019,chinafans,,,,,thesupportgroup.pk/o.htm,Linux,mirror
1168,10/22/2019,Family Attack Cyber,,,,,hyquip.com.pk/id.html,Linux,mirror
1169,10/21/2019,Palembang Cyber Team,,,,,fitdeal.pk/sad.html,Linux,mirror
1170,10/21/2019,KURD ELECTRONIC TEAM,H,,,,devign.pk,Linux,mirror
1171,10/21/2019,Red Virus,H,M,,,www.gentleman.pk,Linux,mirror
1172,10/19/2019,A-Searcher,,M,,,dekalb.com.pk/newsaddam.php,Linux,mirror
1173,10/18/2019,0x1998,H,,R,,jlc.sol.edu.pk,Linux,mirror
1174,10/17/2019,Mr.OXiG3n,,,,,transmedia.com.pk/wp/dit14.html,Linux,mirror
1175,10/17/2019,A-Searcher,,,,,www.aryan.com.pk/A.html,Linux,mirror
1176,10/16/2019,Hadesh,,,,,www.arenaonline.pk/s.htm,Linux,mirror
1177,10/15/2019,Family Attack Cyber,H,M,R,,pmajk.gov.pk,Linux,mirror
1178,10/15/2019,Ali Afee,,M,,,www.studio90.pk/iran.php,Linux,mirror
1179,10/15/2019,Royal Battler BD,H,,,,evision.pk,Linux,mirror
1180,10/15/2019,C0RT3X,,M,R,,law.ajk.gov.pk/t3x.htm,Linux,mirror
1181,10/15/2019,C0RT3X,,M,R,,home.ajk.gov.pk/t3x.htm,Linux,mirror
1182,10/15/2019,C0RT3X,,M,R,,health.ajk.gov.pk/t3x.htm,Linux,mirror
1183,10/15/2019,C0RT3X,,M,R,,livestock.ajk.gov.pk/t3x.htm,Linux,mirror
1184,10/15/2019,C0RT3X,,M,R,,forest.ajk.gov.pk/t3x.htm,Linux,mirror
1185,10/15/2019,C0RT3X,,M,R,,finance.ajk.gov.pk/t3x.htm,Linux,mirror
1186,10/15/2019,C0RT3X,,M,R,,itb.ajk.gov.pk/t3x.htm,Linux,mirror
1187,10/15/2019,C0RT3X,,M,R,,auqaf.ajk.gov.pk/t3x.htm,Linux,mirror
1188,10/15/2019,C0RT3X,,M,R,,ajktourism.gov.pk/t3x.htm,Linux,mirror
1189,10/15/2019,C0RT3X,,M,R,,ajk.gov.pk/t3x.htm,Linux,mirror
